Province,District,School_Name,Year,Overall_Dropout_Percentage,Male_Dropout_Percentage,Female_Dropout_Percentage,Completion_Total,Attendance_Rate,Avg_Household_Income_RWF,Region_Type,Dropout_Risk_Level,Dropout_Risk_Prediction,Dropout_Risk_Probability
Northern,Musanze,Mater Dei,2022,15.82,27.9,3.74,76.99,69.04,276374,Rural,High Risk,1,0.817936031146479
Northern,Musanze,King David,2023,3.57,2.62,4.51,87.04,91.85,155413,Rural,Low Risk,0,0.019532246617084092
Northern,Musanze,GS Cyahafi,2024,21.89,15.35,28.43,86.95,61.85,568702,Rural,High Risk,1,0.9305586099534143
Northern,Musanze,GS Matara,2010,10.49,12.93,8.06,74.66,82.33,248579,Rural,Low Risk,0,0.041447643586542425
Northern,Musanze,GS Ruheru,2011,13.03,9.18,16.88,74.96,76.17,342174,Rural,Low Risk,0,0.04295577635888528
Northern,Musanze,GS Migongo,2012,10.09,8.3,11.87,90.86,72.17,187160,Rural,Low Risk,0,0.07075391314699324
Northern,Musanze,Mater Dei,2013,14.66,2.53,26.79,72.44,83.3,462070,Rural,Low Risk,0,0.21825843055143918
Northern,Musanze,GS Gitega,2014,7.5,3.95,11.06,83.74,68.66,415240,Rural,Low Risk,0,0.028034832061088127
Northern,Musanze,ES Kigoma,2015,18.65,18.35,18.95,60.76,83.37,111093,Rural,High Risk,1,0.9186447492885591
Northern,Musanze,Mater Dei,2016,13.09,12.74,13.44,67.07,98.13,577258,Rural,Low Risk,0,0.06174200053501589
Northern,Musanze,GS Mubuga,2017,14.62,9.28,19.95,81.2,63.99,334625,Rural,Low Risk,0,0.15872981025966099
Northern,Musanze,GS Rwanyanza,2018,5.16,5.46,4.86,74.27,71.82,213984,Rural,Low Risk,0,0.014589867739877714
Northern,Musanze,GS Migongo,2019,3.6,5.92,1.28,61.8,76.88,537021,Rural,Low Risk,0,0.044710184674552324
Northern,Musanze,GS Rwanyanza,2020,12.44,4.05,20.82,74.13,62.3,158204,Rural,Low Risk,0,0.11008212246973553
Northern,Musanze,GS Rukomo,2021,15.82,4.27,27.36,73.56,95.4,130996,Rural,High Risk,1,0.8650664708854364
Northern,Musanze,New Vision,2022,18.33,9.97,26.69,76.11,99.61,361387,Rural,High Risk,1,0.8960643267526103
Northern,Musanze,Marie Merci,2023,7.42,13.32,1.52,62.91,71.93,162399,Rural,Low Risk,0,0.027650717779123025
Northern,Musanze,GS Ruheru,2024,13.5,14.16,12.83,63.44,95.71,152142,Rural,Low Risk,0,0.27589672305198243
Northern,Burera,GS Ruramira,2010,21.97,27.18,16.76,82.06,70.59,589052,Rural,High Risk,1,0.9053588472554498
Northern,Burera,GS Nyacyina,2011,9.1,4.03,14.17,71.85,67.41,493661,Rural,Low Risk,0,0.03589460262531937
Northern,Burera,King David,2012,18.02,15.48,20.57,77.81,94.92,218636,Rural,High Risk,1,0.9156770056993101
Northern,Burera,GS Rwamagana,2013,19.56,17.15,21.98,67.52,94.11,109734,Rural,High Risk,1,0.9582856584494263
Northern,Burera,GS Rwamagana,2014,4.28,1.45,7.11,76.43,70.18,136680,Rural,Low Risk,0,0.007367294364667669
Northern,Burera,GS Buye,2015,3.76,5.76,1.75,59.41,98.89,291021,Rural,Low Risk,0,0.025171484033317947
Northern,Burera,GS Gahanga I,2016,18.1,14.97,21.23,64.66,72.05,341201,Rural,High Risk,1,0.93813743180288
Northern,Burera,GS Ruramira,2017,7.78,1.02,14.53,83.74,77.94,232720,Rural,Low Risk,0,0.027846953604513443
Northern,Burera,GS Cyahafi,2018,18.96,28.46,9.46,58.89,97.84,579940,Rural,High Risk,1,0.8586147355680729
Northern,Burera,GS Camp Kigali,2019,20.41,17.86,22.97,78.91,99.17,150094,Rural,High Risk,1,0.9698392912717041
Northern,Burera,GS Agataramo,2020,13.98,1.03,26.93,65.56,69.12,125223,Rural,Low Risk,0,0.1588621351766513
Northern,Burera,GS Ruramira,2021,8.96,3.46,14.47,74.24,68.8,458499,Rural,Low Risk,0,0.03846816669636111
Northern,Burera,GS Kinteko,2022,27.07,29.72,24.42,60.0,73.61,174300,Rural,High Risk,1,0.9976645161290323
Northern,Burera,King David,2023,5.96,6.98,4.94,64.0,76.63,481335,Rural,Low Risk,0,0.010301617286212681
Northern,Burera,GS Buye,2024,20.35,23.77,16.94,90.46,85.53,196421,Rural,High Risk,1,0.953793738629112
Northern,Burera,GS Camp Kigali,2010,6.16,3.28,9.03,62.09,67.71,308990,Rural,Low Risk,0,0.008877414763298664
Northern,Burera,GS Camp Kigali,2011,15.56,24.79,6.33,61.96,79.27,323720,Rural,High Risk,1,0.8391528432458665
Northern,Burera,GS Akumunigo,2012,19.57,23.93,15.21,66.98,90.35,286502,Rural,High Risk,1,0.9133239951776143
Northern,Burera,Mater Dei,2013,23.78,23.28,24.29,95.43,76.22,286911,Rural,High Risk,1,0.9479850392168472
Northern,Burera,King David,2014,25.54,21.22,29.87,59.22,71.24,567375,Rural,High Risk,1,0.9852029639941935
Northern,Burera,GS Kimironko II,2015,12.51,21.56,3.46,85.88,70.03,212363,Rural,Low Risk,0,0.103489808054195
Northern,Burera,GS Ruramira,2016,24.76,23.1,26.42,95.43,83.26,470317,Rural,High Risk,1,0.9811735138246768
Northern,Burera,GS Kinteko,2017,14.14,26.95,1.34,85.99,91.93,129433,Rural,Low Risk,0,0.44742979406749006
Northern,Burera,GS Matara,2018,12.61,16.31,8.92,84.33,76.97,192776,Rural,Low Risk,0,0.10302070438999959
Northern,Burera,GS Ruheru,2019,5.42,4.55,6.3,94.83,75.52,223299,Rural,Low Risk,0,0.020297620073888183
Northern,Burera,GS Mweya,2020,11.61,8.0,15.22,52.72,78.75,528285,Rural,Low Risk,0,0.097421760706288
Northern,Burera,GS Rwanyanza,2021,18.85,17.22,20.48,63.68,64.11,485439,Rural,High Risk,1,0.9444967796210112
Northern,Burera,ES Kigoma,2022,15.61,1.81,29.41,83.96,61.02,494310,Rural,High Risk,1,0.6635110211426002
Northern,Burera,GS Gahanga I,2023,15.32,14.23,16.4,57.15,83.34,204777,Rural,High Risk,1,0.734662069588652
Northern,Burera,GS Mweya,2024,17.75,9.29,26.21,73.7,80.97,373370,Rural,High Risk,1,0.8413651281467069
Northern,Burera,ES Kigoma,2010,9.49,8.36,10.61,62.87,96.16,240415,Rural,Low Risk,0,0.016503332234434277
Northern,Burera,GS Mubuga,2011,18.0,16.02,19.98,68.91,68.04,188074,Rural,High Risk,1,0.7405747842156473
Northern,Burera,GS Mubuga,2012,14.8,15.08,14.52,68.95,70.14,246101,Rural,Low Risk,0,0.12623821693862317
Northern,Burera,King David,2013,13.87,6.93,20.8,90.11,71.69,177219,Rural,Low Risk,0,0.15547916666666667
Northern,Burera,GS Cyahafi,2014,7.09,2.4,11.78,66.48,66.4,305532,Rural,Low Risk,0,0.014098705970098394
Northern,Burera,GS Rwanyanza,2015,20.63,25.31,15.96,82.47,61.45,319559,Rural,High Risk,1,0.9848809523809524
Northern,Burera,New Vision,2016,15.33,25.61,5.04,86.71,78.94,558308,Rural,High Risk,0,0.3785645336595785
Northern,Burera,GS Kinteko,2017,25.1,22.36,27.83,65.5,61.91,411438,Rural,High Risk,1,0.9779172591928911
Northern,Burera,Mater Dei,2018,21.02,13.06,28.98,69.92,89.79,584365,Rural,High Risk,1,0.9261087693322212
Northern,Burera,GS Cyahafi,2019,16.23,3.04,29.43,69.99,87.16,424696,Rural,High Risk,1,0.7048296010301455
Northern,Burera,GS Mweya,2020,15.68,25.99,5.37,59.31,68.44,449380,Rural,High Risk,1,0.7637707698998362
Northern,Burera,GS Gahanga I,2021,8.33,3.27,13.4,85.78,99.91,496082,Rural,Low Risk,0,0.05763287475687509
Northern,Burera,GS Buye,2022,25.22,28.93,21.51,62.04,85.86,145097,Rural,High Risk,1,0.9995999999999999
Northern,Burera,GS Mweya,2023,22.91,17.74,28.07,70.11,88.91,470371,Rural,High Risk,1,0.9439195553749963
Northern,Burera,GS Rukomo,2024,11.33,20.87,1.78,80.93,89.77,277297,Rural,Low Risk,0,0.10775080230645927
Northern,Burera,Marie Merci,2010,4.04,1.27,6.81,73.9,70.34,228863,Rural,Low Risk,0,0.01699080054270707
Northern,Burera,GS Mubuga,2011,23.1,20.79,25.41,69.81,83.01,157268,Rural,High Risk,1,0.9817154071223194
Northern,Burera,Mater Dei,2012,18.74,11.48,26.0,83.5,79.92,241321,Rural,High Risk,1,0.8802364475556809
Northern,Burera,Marie Merci,2013,3.36,3.12,3.59,78.47,91.62,147565,Rural,Low Risk,0,0.02239313321000238
Northern,Burera,GS Mweya,2014,23.11,22.01,24.2,97.81,89.48,174492,Rural,High Risk,1,0.8803720930232558
Northern,Burera,New Vision,2015,10.83,4.02,17.64,88.21,77.7,150337,Rural,Low Risk,0,0.07555425824175824
Northern,Burera,GS Mweya,2016,9.23,11.17,7.29,73.34,86.3,195856,Rural,Low Risk,0,0.0478276967106737
Northern,Burera,GS Kimironko II,2017,15.18,15.19,15.17,56.71,72.84,252320,Rural,Low Risk,0,0.13853821916802686
Northern,Burera,GS Rutongo,2018,15.83,26.04,5.62,61.61,77.28,191641,Rural,High Risk,1,0.5947958944285101
Northern,Burera,GS Akumunigo,2019,14.08,24.27,3.9,76.11,85.38,284740,Rural,Low Risk,0,0.15605739791224255
Northern,Burera,GS Rwanyanza,2020,13.75,10.58,16.91,55.5,82.49,394676,Rural,Low Risk,0,0.16839724642303497
Northern,Burera,GS Rwamagana,2021,26.45,29.56,23.34,87.01,78.95,455239,Rural,High Risk,1,0.9899581945831948
Northern,Burera,GS Kinteko,2022,17.29,10.41,24.16,68.91,67.19,560929,Rural,High Risk,1,0.9087424740010946
Northern,Burera,ES Kigoma,2023,17.47,24.36,10.58,67.58,85.21,289469,Rural,High Risk,1,0.884583481165736
Northern,Burera,GS Kinteko,2024,17.2,5.26,29.13,74.5,88.97,419052,Rural,High Risk,1,0.7382775692836057
Northern,Burera,GS Matara,2010,13.59,17.0,10.19,65.26,81.01,289836,Rural,Low Risk,0,0.10918753369571613
Northern,Burera,GS Matara,2011,24.12,26.96,21.28,75.64,72.14,210210,Rural,High Risk,1,0.9579421370296369
Northern,Burera,GS Rutongo,2012,12.78,17.32,8.23,73.19,93.18,394939,Rural,Low Risk,0,0.20109691612030492
Northern,Burera,GS Rwanyanza,2013,12.96,16.72,9.19,66.87,62.53,273889,Rural,Low Risk,0,0.05015331406153261
Northern,Burera,GS Cyahafi,2014,15.75,11.77,19.73,75.75,89.17,103801,Rural,High Risk,1,0.8775288244789925
Northern,Burera,Marie Merci,2015,14.58,20.05,9.12,61.09,77.34,147431,Rural,Low Risk,0,0.18565603552885507
Northern,Burera,GS Rwamagana,2016,10.05,9.96,10.14,68.68,82.71,357157,Rural,Low Risk,0,0.0506631585493553
Northern,Burera,GS Matara,2017,15.6,16.58,14.61,78.69,86.4,174676,Rural,High Risk,1,0.7765250289003752
Northern,Burera,GS Mubuga,2018,22.93,19.54,26.31,64.48,90.26,495198,Rural,High Risk,1,0.9757624534230139
Northern,Burera,GS Nyacyina,2019,22.28,18.6,25.96,53.07,63.7,444737,Rural,High Risk,1,0.9860461760461758
Northern,Burera,Mater Dei,2020,15.05,15.39,14.71,79.53,66.82,296676,Rural,Low Risk,0,0.1238625802557811
Northern,Burera,GS Ruheru,2021,11.2,1.88,20.52,93.72,95.05,306924,Rural,Low Risk,0,0.11549864601100776
Northern,Burera,GS Rutongo,2022,5.86,3.24,8.48,60.24,95.01,168745,Rural,Low Risk,0,0.028853064261722267
Northern,Burera,GS Mweya,2023,21.71,14.31,29.12,73.09,76.8,576848,Rural,High Risk,1,0.9479845004251095
Northern,Burera,King David,2024,3.44,3.86,3.02,72.95,88.96,427980,Rural,Low Risk,0,0.007099479868323395
Northern,Gicumbi,ES Kigoma,2010,9.59,7.87,11.3,63.08,76.17,414764,Rural,Low Risk,0,0.03180829957224251
Northern,Gicumbi,Mater Dei,2011,15.55,28.76,2.34,94.39,80.98,245765,Rural,High Risk,1,0.8518833118833119
Northern,Gicumbi,GS Rwanyanza,2012,11.71,8.25,15.17,92.2,77.66,459373,Rural,Low Risk,0,0.0445102799791831
Northern,Gicumbi,New Vision,2013,8.63,16.01,1.25,52.48,64.06,370248,Rural,Low Risk,0,0.0756521268794067
Northern,Gicumbi,GS Rukomo,2014,28.62,27.93,29.3,80.27,80.39,271500,Rural,High Risk,1,0.9847339148567889
Northern,Gicumbi,GS Mubuga,2015,26.23,26.76,25.69,79.8,63.9,459225,Rural,High Risk,1,0.9982417582417582
Northern,Gicumbi,King David,2016,14.61,15.88,13.34,83.0,81.35,469355,Rural,Low Risk,0,0.10146150008930276
Northern,Gicumbi,GS Rukomo,2017,16.78,9.38,24.19,77.74,63.82,337031,Rural,High Risk,1,0.9176563770709026
Northern,Gicumbi,GS Gahanga I,2018,19.26,16.68,21.85,59.79,93.4,541932,Rural,High Risk,1,0.9825026001471158
Northern,Gicumbi,GS Rutongo,2019,7.0,1.81,12.19,89.79,87.95,276371,Rural,Low Risk,0,0.06240123978254413
Northern,Gicumbi,GS Gitega,2020,19.57,16.61,22.54,61.97,98.0,538054,Rural,High Risk,1,0.9572306804958858
Northern,Gicumbi,GS Akumunigo,2021,19.97,17.54,22.4,72.32,99.12,584331,Rural,High Risk,1,0.9271358363858364
Northern,Gicumbi,GS Kimironko II,2022,9.85,7.84,11.85,56.39,69.0,384736,Rural,Low Risk,0,0.037617866169274525
Northern,Gicumbi,GS Ruheru,2023,12.85,23.45,2.25,63.75,77.25,168225,Rural,Low Risk,0,0.21785212945784868
Northern,Gicumbi,GS Buye,2024,23.07,19.46,26.68,87.43,82.55,408241,Rural,High Risk,1,0.941298701953698
Northern,Gicumbi,GS Matara,2010,14.89,26.46,3.32,54.26,85.13,508739,Rural,Low Risk,0,0.224496567996568
Northern,Gicumbi,GS Rwamagana,2011,19.82,26.72,12.91,66.71,66.1,195066,Rural,High Risk,1,0.8847044987571303
Northern,Gicumbi,GS Mweya,2012,6.14,4.31,7.97,81.71,83.14,301632,Rural,Low Risk,0,0.02400597414280591
Northern,Gicumbi,GS Rwanyanza,2013,12.34,14.27,10.41,58.15,97.8,599680,Rural,Low Risk,0,0.1700344827586207
Northern,Gicumbi,GS Camp Kigali,2014,9.32,5.36,13.28,63.76,65.16,490214,Rural,Low Risk,0,0.024095435709619487
Northern,Gicumbi,GS Nyacyina,2015,13.42,2.61,24.23,71.03,77.75,385818,Rural,Low Risk,0,0.14558801160731705
Northern,Gicumbi,GS Rwamagana,2016,22.02,23.91,20.13,73.31,78.51,208286,Rural,High Risk,1,0.9555391132426324
Northern,Gicumbi,GS Ruheru,2017,20.66,12.74,28.58,73.77,66.89,224581,Rural,High Risk,1,0.9481856483629411
Northern,Gicumbi,GS Rutongo,2018,14.73,14.18,15.28,71.18,82.05,133924,Rural,Low Risk,0,0.17021699929048706
Northern,Gicumbi,GS Rukomo,2019,27.76,27.82,27.69,75.59,91.02,560755,Rural,High Risk,1,0.9750249750249751
Northern,Gicumbi,GS Nyacyina,2020,13.59,23.09,4.09,68.06,99.34,563142,Rural,Low Risk,0,0.13725674796944393
Northern,Gicumbi,ES Kigoma,2021,18.43,9.81,27.06,70.02,70.49,562506,Rural,High Risk,1,0.9598971877612302
Northern,Gicumbi,GS Ruramira,2022,12.0,3.28,20.72,78.33,64.4,109756,Rural,Low Risk,0,0.07083348858995411
Northern,Gicumbi,GS Rutongo,2023,9.74,2.68,16.8,72.76,85.28,455462,Rural,Low Risk,0,0.12485159238272196
Northern,Gicumbi,GS Nyacyina,2024,12.31,9.34,15.29,70.41,60.35,244444,Rural,Low Risk,0,0.10451100628930816
Northern,Gicumbi,King David,2010,14.32,27.02,1.61,94.45,74.14,182607,Rural,Low Risk,0,0.22249946894262684
Northern,Gicumbi,GS Camp Kigali,2011,15.44,20.0,10.87,68.67,65.82,461981,Rural,High Risk,1,0.7046046583026441
Northern,Gicumbi,New Vision,2012,21.16,26.93,15.4,87.52,95.47,242228,Rural,High Risk,1,0.9562400819640823
Northern,Gicumbi,Marie Merci,2013,20.48,29.17,11.8,64.17,64.57,402445,Rural,High Risk,1,0.9290578244489541
Northern,Gicumbi,GS Rukomo,2014,26.27,29.1,23.43,57.09,99.42,425764,Rural,High Risk,1,0.9261291695725656
Northern,Gicumbi,GS Rukomo,2015,14.89,27.75,2.04,85.94,61.98,221403,Rural,Low Risk,0,0.17375815833401223
Northern,Gicumbi,GS Matara,2016,12.15,21.05,3.25,73.62,76.75,368116,Rural,Low Risk,0,0.09487173690277491
Northern,Gicumbi,Mater Dei,2017,7.17,1.39,12.95,61.97,61.6,152320,Rural,Low Risk,0,0.06575779488259931
Northern,Gicumbi,GS Ruramira,2018,18.38,10.52,26.23,74.13,62.88,519208,Rural,High Risk,1,0.9321934821081663
Northern,Gicumbi,Mater Dei,2019,18.56,23.22,13.91,69.93,89.94,380980,Rural,High Risk,1,0.9386876723606463
Northern,Gicumbi,New Vision,2020,8.27,1.95,14.58,81.17,97.3,595242,Rural,Low Risk,0,0.05693239166508765
Northern,Gicumbi,GS Gahanga I,2021,4.53,6.23,2.82,80.93,68.83,214506,Rural,Low Risk,0,0.010120554847750617
Northern,Gicumbi,GS Nyacyina,2022,14.79,28.21,1.36,75.92,74.99,567432,Rural,Low Risk,0,0.23232561330807733
Northern,Gicumbi,GS Gahanga I,2023,16.91,15.93,17.89,79.18,88.74,321524,Rural,High Risk,1,0.8718191472163715
Northern,Gicumbi,GS Gahanga I,2024,21.5,19.58,23.42,80.65,69.18,506052,Rural,High Risk,1,0.945224795974159
Northern,Gicumbi,Marie Merci,2010,11.17,9.26,13.08,71.96,83.99,173285,Rural,Low Risk,0,0.011351232064042467
Northern,Gicumbi,GS Mubuga,2011,7.3,9.92,4.67,90.29,70.28,570449,Rural,Low Risk,0,0.05100370719499381
Northern,Gicumbi,Mater Dei,2012,8.5,4.36,12.65,82.68,90.35,564825,Rural,Low Risk,0,0.01079137704562128
Northern,Gicumbi,GS Gitega,2013,8.75,6.42,11.09,73.57,77.08,321120,Rural,Low Risk,0,0.008002824989386538
Northern,Gicumbi,GS Mweya,2014,12.23,10.91,13.56,57.79,66.57,500282,Rural,Low Risk,0,0.039881877826906706
Northern,Gicumbi,GS Matara,2015,5.56,6.88,4.24,90.77,95.17,402770,Rural,Low Risk,0,0.008923578675720164
Northern,Gicumbi,Mater Dei,2016,12.94,3.6,22.28,95.35,82.23,100610,Rural,Low Risk,0,0.2392857142857143
Northern,Gicumbi,GS Rutongo,2017,8.72,4.39,13.05,57.22,72.09,170072,Rural,Low Risk,0,0.037139258558497514
Northern,Gicumbi,New Vision,2018,24.5,23.27,25.73,85.25,80.56,469911,Rural,High Risk,1,0.9844044844044845
Northern,Gicumbi,GS Matara,2019,20.19,15.09,25.29,64.27,60.82,289579,Rural,High Risk,1,0.9379351657126436
Northern,Gicumbi,GS Mubuga,2020,14.06,10.08,18.04,70.5,77.75,214433,Rural,Low Risk,0,0.3342821479011189
Northern,Gicumbi,GS Nyacyina,2021,13.74,25.16,2.31,74.18,67.69,503150,Rural,Low Risk,0,0.11419472921636109
Northern,Gicumbi,New Vision,2022,13.01,10.14,15.88,77.75,72.55,253947,Rural,Low Risk,0,0.05369913577815527
Northern,Gicumbi,GS Mweya,2023,23.13,23.28,22.98,85.12,73.37,202820,Rural,High Risk,1,0.9849174222721041
Northern,Gicumbi,GS Kinteko,2024,20.85,24.85,16.84,69.02,74.84,578198,Rural,High Risk,1,0.965432328557701
Northern,Gicumbi,GS Akumunigo,2010,14.45,15.04,13.85,82.22,70.88,314646,Rural,Low Risk,0,0.040757040858572076
Northern,Gicumbi,GS Kimironko II,2011,6.41,5.94,6.88,94.41,67.96,324489,Rural,Low Risk,0,0.01081098391027182
Northern,Gicumbi,Marie Merci,2012,14.94,3.36,26.53,65.16,91.19,157728,Rural,Low Risk,0,0.4256927028242818
Northern,Gicumbi,GS Gitega,2013,11.51,2.22,20.8,71.67,97.31,409142,Rural,Low Risk,0,0.21186103507112414
Northern,Gicumbi,GS Ruramira,2014,20.22,28.67,11.77,75.5,92.29,200290,Rural,High Risk,1,0.9635105329209808
Northern,Gicumbi,GS Migongo,2015,8.46,4.82,12.11,71.19,99.78,298729,Rural,Low Risk,0,0.06938714889107041
Northern,Gicumbi,GS Buye,2016,21.59,27.51,15.67,75.38,70.76,305253,Rural,High Risk,1,0.93341371232416
Northern,Gicumbi,GS Mubuga,2017,10.68,16.47,4.89,95.68,67.6,359830,Rural,Low Risk,0,0.0412964563898617
Northern,Gicumbi,GS Nyacyina,2018,7.53,3.77,11.28,79.17,94.1,178488,Rural,Low Risk,0,0.011656943674797082
Northern,Gicumbi,GS Rutongo,2019,28.58,28.04,29.11,57.15,87.07,326086,Rural,High Risk,1,0.9966017316017316
Northern,Gicumbi,GS Rukomo,2020,14.78,2.8,26.75,80.65,95.64,302476,Rural,Low Risk,0,0.20524092797733284
Northern,Gicumbi,GS Camp Kigali,2021,16.99,8.18,25.8,95.56,98.08,390367,Rural,High Risk,1,0.8307167261601224
Northern,Gicumbi,GS Akumunigo,2022,14.07,12.89,15.26,79.35,66.37,409887,Rural,Low Risk,0,0.07676576350161948
Northern,Gicumbi,New Vision,2023,14.81,8.97,20.65,65.17,75.94,428274,Rural,Low Risk,0,0.2292681543158217
Northern,Gicumbi,GS Ruramira,2024,19.34,17.02,21.66,67.73,81.49,336232,Rural,High Risk,1,0.9248881866413516
Northern,Rulindo,New Vision,2010,8.2,1.49,14.91,93.87,98.25,300288,Rural,Low Risk,0,0.0529329064492108
Northern,Rulindo,GS Matara,2011,18.68,13.89,23.47,81.95,63.49,340324,Rural,High Risk,1,0.8930977066200626
Northern,Rulindo,GS Rutongo,2012,15.4,11.54,19.26,72.11,93.48,186314,Rural,High Risk,1,0.7777728836006537
Northern,Rulindo,GS Mweya,2013,17.49,12.79,22.19,94.37,97.61,541839,Rural,High Risk,1,0.8879996288450505
Northern,Rulindo,Mater Dei,2014,10.51,2.1,18.93,61.86,87.03,104213,Rural,Low Risk,0,0.10138066851181607
Northern,Rulindo,Mater Dei,2015,21.06,29.89,12.23,79.98,90.13,411295,Rural,High Risk,1,0.959256829383694
Northern,Rulindo,GS Camp Kigali,2016,5.48,1.04,9.93,66.8,65.27,595927,Rural,Low Risk,0,0.031126776499323213
Northern,Rulindo,GS Migongo,2017,21.79,19.28,24.31,74.28,92.42,481694,Rural,High Risk,1,0.953976154287255
Northern,Rulindo,GS Mubuga,2018,13.36,13.6,13.11,73.38,73.54,319831,Rural,Low Risk,0,0.04421313411368791
Northern,Rulindo,GS Migongo,2019,10.3,8.14,12.45,89.38,72.62,235362,Rural,Low Risk,0,0.023439521715585075
Northern,Rulindo,GS Cyahafi,2020,14.71,22.73,6.69,83.25,80.16,542957,Rural,Low Risk,0,0.22455184313846885
Northern,Rulindo,Mater Dei,2021,17.34,25.43,9.25,67.47,87.61,247089,Rural,High Risk,1,0.9354361001317523
Northern,Rulindo,GS Rutongo,2022,16.81,20.6,13.03,63.6,67.77,238260,Rural,High Risk,1,0.8356088173164451
Northern,Rulindo,GS Agataramo,2023,16.7,26.63,6.78,80.89,60.57,576555,Rural,High Risk,1,0.8264224696356274
Northern,Rulindo,GS Cyahafi,2024,10.07,10.98,9.16,75.38,79.76,423417,Rural,Low Risk,0,0.05195233276048336
Northern,Rulindo,GS Camp Kigali,2010,10.26,17.37,3.15,84.44,67.53,151595,Rural,Low Risk,0,0.16125154458291013
Northern,Rulindo,GS Agataramo,2011,7.25,1.22,13.27,57.44,63.08,167114,Rural,Low Risk,0,0.012496511829012244
Northern,Rulindo,GS Mweya,2012,19.29,24.46,14.12,63.48,62.77,342521,Rural,High Risk,1,0.8684931833715342
Northern,Rulindo,GS Mubuga,2013,15.46,18.55,12.37,72.48,74.55,495580,Rural,High Risk,0,0.4152601514267814
Northern,Rulindo,GS Mweya,2014,24.87,22.42,27.31,86.4,80.46,329652,Rural,High Risk,1,0.9767639365465454
Northern,Rulindo,GS Nyacyina,2015,12.39,8.25,16.53,87.27,75.44,380245,Rural,Low Risk,0,0.031648999233767044
Northern,Rulindo,New Vision,2016,24.38,23.43,25.33,78.19,79.41,244654,Rural,High Risk,1,0.9948338405780265
Northern,Rulindo,GS Mweya,2017,24.33,22.02,26.63,85.76,85.16,329030,Rural,High Risk,1,0.9785155955155956
Northern,Rulindo,GS Akumunigo,2018,17.06,13.58,20.53,82.36,73.3,588286,Rural,High Risk,1,0.8746365562296421
Northern,Rulindo,GS Matara,2019,14.28,20.54,8.01,73.46,97.55,238663,Rural,Low Risk,0,0.22549182031314008
Northern,Rulindo,GS Agataramo,2020,20.79,15.56,26.01,87.85,70.02,296326,Rural,High Risk,1,0.9350862093830724
Northern,Rulindo,GS Mweya,2021,3.98,5.72,2.23,77.58,68.21,172613,Rural,Low Risk,0,0.008451260597175946
Northern,Rulindo,GS Gahanga I,2022,9.75,8.51,10.98,84.12,90.43,481003,Rural,Low Risk,0,0.04094666535824681
Northern,Rulindo,GS Gitega,2023,21.83,23.3,20.36,94.85,83.2,281034,Rural,High Risk,1,0.9858771435283064
Northern,Rulindo,GS Matara,2024,21.43,22.99,19.88,55.73,87.32,540087,Rural,High Risk,1,0.9495375457875458
Northern,Rulindo,Marie Merci,2010,19.7,22.54,16.86,73.19,98.32,554064,Rural,High Risk,1,0.9676732913240051
Northern,Rulindo,GS Cyahafi,2011,19.21,29.73,8.69,52.36,88.43,238160,Rural,High Risk,1,0.9476493506493507
Northern,Rulindo,GS Rwanyanza,2012,14.93,20.96,8.9,72.89,90.93,458149,Rural,Low Risk,0,0.21332702447277224
Northern,Rulindo,GS Gahanga I,2013,14.9,9.82,19.98,71.35,85.82,156764,Rural,Low Risk,0,0.2135016944078739
Northern,Rulindo,GS Rukomo,2014,24.0,20.81,27.2,57.93,62.22,256904,Rural,High Risk,1,0.9483414284963925
Northern,Rulindo,GS Cyahafi,2015,3.59,1.59,5.6,83.97,83.3,117985,Rural,Low Risk,0,0.03341099464495874
Northern,Rulindo,GS Matara,2016,18.69,23.21,14.16,79.25,62.09,129346,Rural,High Risk,1,0.8876666666666665
Northern,Rulindo,GS Mweya,2017,8.0,1.92,14.08,75.41,60.51,598021,Rural,Low Risk,0,0.099625
Northern,Rulindo,New Vision,2018,12.21,17.82,6.6,88.88,87.83,284904,Rural,Low Risk,0,0.2077431580225881
Northern,Rulindo,GS Matara,2019,13.74,11.89,15.59,68.99,74.06,217385,Rural,Low Risk,0,0.11605527545366334
Northern,Rulindo,GS Migongo,2020,7.08,10.93,3.23,76.57,78.8,337015,Rural,Low Risk,0,0.03820484478854848
Northern,Rulindo,GS Camp Kigali,2021,6.0,8.1,3.9,73.57,83.81,482439,Rural,Low Risk,0,0.020418019611634045
